      16.000000         0.018233572           0.0000000
      32.000000          0.15072647           0.0000000
      64.000000          0.24672705           0.0000000
      128.00000          0.13341756           0.0000000
      256.00000          0.14944663           0.0000000
      512.00000          0.20666095        0.0010000000
      1024.0000          0.15064598           0.0000000
      2048.0000          0.20169847        0.0010000000
      4096.0000          0.17241824        0.0010000000
      8192.0000          0.19443808        0.0020000000
      16384.000          0.19362524        0.0040000000
      32768.000          0.18375250        0.0080000000
      65536.000          0.18876049         0.012000000
      131072.00          0.19383508         0.024000000
      262144.00          0.19118449         0.045000000
      524288.00          0.19009023         0.087000000
      1048576.0          0.19356238          0.18700000
      2097152.0          0.19300246          0.37800000
      4194304.0          0.19245922          0.72100000
      8388608.0          0.19263549           1.5280000
      16777216.          0.19315777           3.1570000
      33554432.          0.19244574           6.6340000
      67108864.          0.19283300           11.366000
 1.3421773E+008          0.19304518           23.853000
 2.6843546E+008          0.19284882           45.535000
 5.3687091E+008          0.19277374           90.321000
 1.0737418E+009          0.19280729           178.16700
