      16.000000           2.2525906           0.0000000
      32.000000           1.1309651           0.0000000
      64.000000          0.56730459           0.0000000
      128.00000          0.28554690           0.0000000
      256.00000          0.21979240           0.0000000
      512.00000          0.32550740           0.0000000
      1024.0000          0.17666701        0.0010000000
      2048.0000          0.10880594        0.0010000000
      4096.0000          0.13770300        0.0010000000
      8192.0000          0.10718960        0.0030000000
      16384.000         0.083004499        0.0060000000
      32768.000          0.29058565         0.011000000
      65536.000          0.22196789         0.031000000
      131072.00          0.18328187         0.048000000
      262144.00          0.16554124         0.095000000
      524288.00          0.19392813          0.19400000
      1048576.0          0.17325279          0.38800000
      2097152.0          0.18043806          0.75100000
      4194304.0          0.17986463           1.5030000
      8388608.0          0.17825085           2.9120000
      16777216.          0.18106494           5.8670000
      33554432.          0.18887513           11.656000
      67108864.          0.18653188           23.796000
 1.3421773E+008          0.19186363           47.451000
 2.6843546E+008          0.19461468           94.733000
 5.3687091E+008          0.19233880           188.43800
