      16.000000      4.5384738E-005         0.030000000
      32.000000       0.00097637011           0.0000000
      64.000000         0.016336765           0.0000000
      128.00000        0.0034388598           0.0000000
      256.00000        0.0014510144           0.0000000
      512.00000          0.37745639        0.0010000000
      1024.0000          0.43896558           0.0000000
      2048.0000         0.031632496        0.0010000000
      4096.0000          0.16117690        0.0010000000
      8192.0000          0.18317518        0.0020000000
      16384.000          0.12011887        0.0020000000
      32768.000          0.44164751        0.0060000000
      65536.000          0.22029823        0.0090000000
      131072.00          0.26811945         0.019000000
      262144.00          0.28133221         0.043000000
      524288.00          0.33226502         0.093000000
      1048576.0          0.20209647          0.14500000
      2097152.0          0.21326534          0.30300000
      4194304.0          0.21401327          0.62400000
      8388608.0          0.18883393           1.1690000
      16777216.          0.19562197           2.3100000
      33554432.          0.19834527           4.6430000
      67108864.          0.19711488           9.8140000
 1.3421773E+008          0.19350625           19.580000
 2.6843546E+008          0.19705681           37.468000
 5.3687091E+008          0.19300358           76.580000
 1.0737418E+009          0.19204038           156.33300
