      16.000000         0.098838833           0.0000000
      32.000000         0.095755629           0.0000000
      64.000000          0.14929581           0.0000000
      128.00000          0.15643629           0.0000000
      256.00000          0.18408273           0.0000000
      512.00000          0.20665271        0.0010000000
      1024.0000          0.18964277           0.0000000
      2048.0000          0.19850537        0.0010000000
      4096.0000          0.20230170        0.0020000000
      8192.0000          0.19720968        0.0050000000
      16384.000          0.19786810        0.0090000000
      32768.000          0.19454548         0.020000000
      65536.000          0.19256570         0.034000000
      131072.00          0.18878551         0.069000000
      262144.00          0.19242416          0.13800000
      524288.00          0.19158000          0.27900000
      1048576.0          0.19248309          0.56000000
      2097152.0          0.19301645           1.1190000
      4194304.0          0.19315643           2.2340000
      8388608.0          0.19308707           4.4480000
      16777216.          0.19290762           8.9820000
      33554432.          0.19292458           17.980000
      67108864.          0.19281132           35.838000
 1.3421773E+008          0.19282921           71.820000
 2.6843546E+008          0.19281119           143.69700
