              3          0.10867179        0.0010000000
              4       0.00093704737           0.0000000
              5          0.26424897        0.0020000000
              6         0.013032418        0.0050000000
              7          0.32952507         0.013000000
              8         0.040638409         0.029000000
              9          0.32151831         0.058000000
             10         0.071979677          0.11000000
             11          0.29126065          0.19000000
             12         0.099032016          0.31800000
             13          0.26182101          0.51500000
             14          0.12003677          0.80100000
             15          0.23908829           1.2130000
             16          0.13575194           1.7930000
             17          0.22293253           2.5700000
             18          0.14742228           3.6140000
             19          0.21183181           4.9920000
             20          0.15613939           6.8570000
             21          0.20430701           9.1240000
             22          0.16272730           12.168000
             23          0.19923189           15.970000
             24          0.16777669           20.714000
             25          0.19581657           26.458000
             26          0.17170419           33.628000
             27          0.19352439           42.430000
             28          0.17480346           52.597000
             29          0.19199458           63.739000
             30          0.17728296           77.081000
             31          0.19098472           95.208000
             32          0.17929224           115.75900
             33          0.19033127           135.98500
